Key,File,Type,UsedInMainMenu,english
itemAECDoomlordContract_RocketPOI_desc,,,false,"Contract: Defend a location against three reduced waves of Doomlord Rocket troopers."
itemAECDoomlordContract_PistolPOI,,,false,"[FF0000]AEC 3★ |[-] [FFD700]Doomlord Contract: Pistol Defense[-]"
itemAECDoomlordContract_PistolPOI_desc,,,false,"Contract: Defend a location against three waves of Doomlord Pistol squads."
itemAECDoomlordContract_SniperPOI,,,false,"[FF0000]AEC 3★ |[-] [FFD700]Doomlord Contract: Sniper Defense[-]"
itemAECDoomlordContract_SniperPOI_desc,,,false,"Contract: Defend a location against three waves of Doomlord Snipers."
itemAECDoomlordContract_MinionPOI,,,false,"[FF0000]AEC 3★ |[-] [FFD700]Doomlord Contract: Minion Defense[-]"
itemAECDoomlordContract_MinionPOI_desc,,,false,"Contract: Defend a location against three waves of Doomlord base minions."
questAECDoomlordLastAssault_name,quests,,false,"[FF0000]The Last Assault[-]"
questAECDoomlordLastAssault_subtitle,quests,,false,"Doomlord T6 Final Gauntlet"
questAECDoomlordLastAssault_description,quests,,false,"Activate the rally, place the lure, then survive eight waves of Doomlord champions before facing Demolishman."
questAECDoomlordLastAssault_offer,quests,,false,"Eight waves. Every kind of Doomlord soldier. Trigger the rally, set the lure, survive the gauntlet, then face the boss himself."
questAECDoomlordLastAssault_statement,quests,,false,"survive eight waves, then kill Demolishman."
questAECDoomlordLastAssault_response,quests,,false,"AEC LEGENDARY CONTRACT - [FF0000]The Last Assault[-]"
questAECDoomlordLastAssault_completion,quests,,false,"Demolishman is dead. The Last Assault is over. Legendary work."
questAECDoomlordLastAssault_obj_wave1,quests,,false,"Wave 1 — Eliminate Doomlord Minions"
questAECDoomlordLastAssault_obj_wave2,quests,,false,"Wave 2 — Eliminate Pistol Squad"
questAECDoomlordLastAssault_obj_wave3,quests,,false,"Wave 3 — Eliminate Knife Runners"
questAECDoomlordLastAssault_obj_wave4,quests,,false,"Wave 4 — Eliminate Shotgun Troopers"
questAECDoomlordLastAssault_obj_wave5,quests,,false,"Wave 5 — Eliminate Grenadiers"
questAECDoomlordLastAssault_obj_wave6,quests,,false,"Wave 6 — Eliminate Snipers"
questAECDoomlordLastAssault_obj_wave7,quests,,false,"Wave 7 — Eliminate Magnum Guard"
questAECDoomlordLastAssault_obj_wave8,quests,,false,"Wave 8 — Eliminate Rocket Corps"
questAECDoomlordLastAssault_obj_boss,quests,,false,"Kill the Doomlord — Demolishman"
eventAECDoomlordArrival_LastAssault_msg,,,false,"| [FF0000]THE LAST ASSAULT:[-] Eight waves of Doomlord forces — then the boss himself. No retreat!"
eventAECDoomlordLastAssault_Wave1_msg,,,false,"| [FF4500]LAST ASSAULT — WAVE 1:[-] Doomlord Minions — the vanguard begins!"
eventAECDoomlordLastAssault_Wave2_msg,,,false,"| [FF4500]LAST ASSAULT — WAVE 2:[-] Pistol Squad — quick and relentless!"
eventAECDoomlordLastAssault_Wave3_msg,,,false,"| [FF4500]LAST ASSAULT — WAVE 3:[-] Knife Runners — they move fast!"
eventAECDoomlordLastAssault_Wave4_msg,,,false,"| [FF4500]LAST ASSAULT — WAVE 4:[-] Shotgun troopers — stay spread out!"
eventAECDoomlordLastAssault_Wave5_msg,,,false,"| [FF4500]LAST ASSAULT — WAVE 5:[-] Grenadiers — watch for the explosions!"
eventAECDoomlordLastAssault_Wave6_msg,,,false,"| [FF4500]LAST ASSAULT — WAVE 6:[-] Snipers — keep your head down!"
eventAECDoomlordLastAssault_Wave7_msg,,,false,"| [FF4500]LAST ASSAULT — WAVE 7:[-] Magnum Guard — heavy fire incoming!"
eventAECDoomlordLastAssault_Wave8_msg,,,false,"| [FF0000]LAST ASSAULT — WAVE 8:[-] Rocket Corps — final wave before the boss. Don't get hit!"
eventAECDoomlordBossSpawn_LastAssault_msg,,,false,"| [FF0000]THE DOOMLORD ARRIVES:[-] All eight champions have fallen. Now face Demolishman himself — THE LAST ASSAULT!"
itemAECDoomlordContract_LastAssault,,,false,"[FF0000]AEC 6★ |[-] [C77DFF]Doomlord Contract: The Last Assault[-]"
itemAECDoomlordContract_LastAssault_desc,,,false,"Contract: Survive eight waves of Doomlord champions — one of each type — then kill Demolishman himself."
buffAECDoomlordPlayerAura,,,false,"[FF0000]BOSS DOOMLORD NEARBY[-]"
buffAECDoomlordPlayerAuraDesc,,,false,"The Doomlord Demolishman is dangerously close. Stay alert — he hits hard and summons waves of elite troops."
bossAECDumdum,entityclasses,Entity,,[00D8FF]BOSS[-] Dumdum
AECDumdumMinion,,, ,"[7FDBFF]Dumdum minion[-]"
questAECDumdumHunt_name,quests,,,"[FF4500]Hunt: BOSS Dumdum[-]"
questAECDumdumHunt_subtitle,quests,,,T4 Boss Hunt
questAECDumdumHunt_description,quests,,,"Activate the rally, place the lure, fight through three waves of Dumdum's minions, then face the boss himself."
questAECDumdumHunt_offer,quests,,,"Big contract. Trigger the rally, drop the lure, survive three waves of minions, then put Dumdum down for good."
questAECDumdumHunt_statement,quests,,,"survive three waves of minions, then kill Dumdum."
questAECDumdumHunt_response,quests,,,"AEC HORDE - [FF4500]Hunt: BOSS Dumdum[-]"
questAECDumdumHunt_completion,quests,,,"Impressive work. Dumdum is dead. Here's your reward."
questAECDumdumHunt_obj_wave1,quests,,,"Wave 1: Kill Dumdum's Minions"
questAECDumdumHunt_obj_wave2,quests,,,"Wave 2: Kill Dumdum's Minions"
questAECDumdumHunt_obj_wave3,quests,,,"Wave 3: Kill Dumdum's Minions"
questAECDumdumHunt_obj_kill,quests,,,"Kill BOSS Dumdum"
eventAECDumdumHuntArrival_msg,gameevents,,,ALERT: Dumdum's army is mobilizing. Survive the waves — then face the boss!
eventAECDumdumHuntBossSpawn_msg,gameevents,,,BOSS: Dumdum himself arrives. Finish this!
eventAECDumdumTwinsArrival_msg,gameevents,,,ALERT: They speak of them in whispers. The Explosive Twins are coming. Good luck.
eventAECDumdumTwinsSpawn_msg,gameevents,,,TWINS: They arrive TOGETHER. Aim fast.
itemAECDumdumTwinsBundle,,,,"[FF0000]AEC[-] [FFD700]Explosive Twins Trophy Bundle[-]"
itemAECDumdumTwinsBundle_desc,,,,"Open to receive trophies from the Explosive Twins. Both bodies. Double the carnage."
itemAECDumdumTwinsContract,,,,"[FF0000]AEC 6★ |[-] [C77DFF]Dumdum Contract: Explosive Twins[-]"
itemAECDumdumTwinsContract_desc,,,,"The most dangerous contract we have. Two Dumbums. Same time. Same place. Survive the horde first."
questAECDumdumTwins_name,quests,,,"[FF0000]The Explosive Twins[-]"
questAECDumdumTwins_subtitle,quests,,,T6 Double Boss
questAECDumdumTwins_description,quests,,,"Activate the rally, place the lure, survive three waves of minions, then face both Explosive Twins at once."
questAECDumdumTwins_offer,quests,,,"I'll be honest with you. Trigger the rally, drop the lure, survive the horde, then kill two Dumbums at the same time."
questAECDumdumTwins_statement,quests,,,"Activate the rally, place the lure, survive three waves, then kill both Dumbums."
questAECDumdumTwins_response,quests,,,"AEC LEGENDARY CONTRACT - [FF0000]The Explosive Twins[-]"
questAECDumdumTwins_completion,quests,,,"You're still alive. I honestly didn't think you'd make it. Here's your reward—and our respect."
questAECDumdumTwins_obj_kill,quests,,,"Kill the Explosive Twins (0/2)"
eventAECDumdumDefenseWaveArrival_msg,gameevents,,,DEFENSE: Dumdum's minions are swarming this location. Hold the position!
eventAECDumdumDefenseHuntArrival_msg,gameevents,,,DEFENSE: Dumdum's army is moving on this position. Survive the waves — then face the boss!
itemAECDumdumDefenseWaveContract,,,,"[FF0000]AEC 3★ |[-] [FFD700]Dumdum Contract: Minion Defense[-]"
itemAECDumdumDefenseWaveContract_desc,,,,"A defense contract: hold a location against three waves of Dumdum's minions. The enemy knows the terrain — you don't."
itemAECDumdumDefenseHuntContract,,,,"[FF0000]AEC 4★ |[-] [FF9900]Dumdum Contract: Boss Siege[-]"
itemAECDumdumDefenseHuntContract_desc,,,,"The hardest contract: defend a location against Dumdum's horde, then face the boss himself on his own turf."
questAECDumdumDefenseWave_name,quests,,,"[FF4500]Defense: Dumdum's Horde[-]"
questAECDumdumDefenseWave_subtitle,quests,,,T3 POI Defense
questAECDumdumDefenseWave_description,quests,,,"Clear the POI first, then survive waves of Dumdum's minions."
questAECDumdumDefenseWave_offer,quests,,,"I've got a defense contract. Dumdum's pack is targeting a specific location. Get there, plant your flag, and hold against three waves. Good luck."
questAECDumdumDefenseWave_statement,quests,,,"Reach the location, hold through three waves of minions."
questAECDumdumDefenseWave_response,quests,,,"AEC POI DEFENSE ([DECEA3]{poi.distance} {poi.direction}[-]) [FF9900]{poi.name}[-]"
questAECDumdumDefenseWave_completion,quests,,,"Three waves down, position held. Here's your cut."
questAECDumdumDefenseHunt_name,quests,,,"[FF4500]Siege: Boss Dumdum[-]"
questAECDumdumDefenseHunt_subtitle,quests,,,T4 POI Siege
questAECDumdumDefenseHunt_description,quests,,,"Clear the POI first, then survive waves of Dumdum's minions and kill Dumdum."
questAECDumdumDefenseHunt_offer,quests,,,"Hardest contract I've got. Dumdum is holed up at a location with his whole army. Clear the waves, then kill him. His ground, his rules."
questAECDumdumDefenseHunt_statement,quests,,,"Reach the location, survive three waves, then kill Dumdum."
questAECDumdumDefenseHunt_response,quests,,,"AEC BOSS FIGHT ([DECEA3]{poi.distance} {poi.direction}[-]) [FF9900]{poi.name}[-]"
questAECDumdumDefenseHunt_completion,quests,,,"You took him down on his own turf. Respect. Here's your reward."
itemAECDumdumContract,,,,"[FF0000]AEC 4★ |[-] [FF9900]Dumdum Contract: Boss Hunt[-]"
itemAECDumdumContract_desc,,,,"A dangerous bounty contract targeting the mutant known as Dumdum. Read it to activate the hunt quest. The target is extremely dangerous - proceed with caution."
itemAECDumdumWaveContract,,,,"[FF0000]AEC 3★ |[-] [FFD700]Dumdum Contract: Minion Horde[-]"
itemAECDumdumWaveContract_desc,,,,"A survival contract for those brave enough to face Dumdum's minion horde. Three waves of feral mutants will converge on your position. Hold your ground or die trying."
questAECDumdumWave_name,quests,,,"[FF4500]Horde: Dumdum's Minions[-]"
questAECDumdumWave_subtitle,quests,,,T3 Horde Defense
questAECDumdumWave_description,quests,,,"Activate the rally, place the lure, then eliminate three successive waves of Dumdum's feral minions."
questAECDumdumWave_offer,quests,,,"We've got Dumdum's minions massing nearby. Trigger the rally, drop the lure, and hold through three back-to-back waves."
questAECDumdumWave_statement,quests,,,"survive three waves of Dumdum's minions."
questAECDumdumWave_response,quests,,,"AEC HORDE - [FF4500]Horde: Dumdum's Minions[-]"
questAECDumdumWave_completion,quests,,,"You held the line. Three waves down. Supply drop inbound."
questAECDumdumWave_obj_wave1,quests,,,"Kill Wave 1 (Dumdum's Minions)"
questAECDumdumWave_obj_wave2,quests,,,"Kill Wave 2 (Dumdum's Minions)"
questAECDumdumWave_obj_wave3,quests,,,"Kill Wave 3  -  Final Wave (Dumdum's Minions)"
eventAECDumdumWaveArrival_msg,gameevents,,,ALERT: Dumdum's minions are converging on your position. Get ready!
eventAECDumdumWave1_msg,gameevents,,,WAVE 1: Dumdum's minions are closing in!
eventAECDumdumWave2_msg,gameevents,,,WAVE 2: A second wave is incoming!
eventAECDumdumWave3_msg,gameevents,,,FINAL WAVE: Dumdum's last minions surround you!
itemAECDumdumHead,,,,"[FF0000]AEC[-] [FFD700]Dumdum's Head[-]"
itemAECDumdumHead_desc,,,,"The severed head of Dumdum. A grim trophy - proof that the beast is truly dead. Bounty hunters and collectors will pay well for it."
itemAECDumdumArm,,,,"[FF0000]AEC[-] [FFD700]Dumdum's Arm[-]"
itemAECDumdumArm_desc,,,,"One of Dumdum's massive arms, still reeking of decay. Valuable as a trophy or curiosity for the right buyer."
itemAECDumdumLeg,,,,"[FF0000]AEC[-] [FFD700]Dumdum's Leg[-]"
itemAECDumdumLeg_desc,,,,"A leg torn from Dumdum's corpse. Heavy, rotting, and surprisingly valuable to those who track monster kills."
itemAECDumdumTorso,,,,"[FF0000]AEC[-] [FFD700]Dumdum's Torso[-]"
itemAECDumdumTorso_desc,,,,"The bulk of what was Dumdum. A grotesque memento of a hard-won fight. Someone will pay for this."
itemAECDumdumHeart,,,,"[FF0000]AEC[-] [FFD700]Dumdum's Heart[-]"
itemAECDumdumHeart_desc,,,,"Dumdum's heart, still faintly warm. Whatever mutated this creature left its mark here most of all. Worth a fortune to the right scientist - or collector."
buffAECDumdumPlayerAura,,,,"[FF4500]BOSS DUMDUM NEARBY[-]"
buffAECDumdumPlayerAuraDesc,,,,"Boss Dumdum is dangerously close. Stay alert - he hits hard and throws tanks."
itemAECDumdumHuntBundle,,,,"[FF4500]AEC[-] [FFD700]Dumdum Boss Trophy Bundle[-]"
itemAECDumdumHuntBundle_desc,,,,"Open to receive random trophies from Boss Dumdum's corpse: arm, leg, torso, head, or the rare heart."
itemAECDumdumWaveBundle,,,,"[FF4500]AEC[-] [7FDBFF]Dumdum Minion Trophy Bundle[-]"
itemAECDumdumWaveBundle_desc,,,,"Open to receive a random trophy from Dumdum's minions."
AECDumdumBossLootBag,entityclasses,Entity,,"[FF4500]BOSS[-] [FFD700]Dumdum's Loot Bag[-]"
AECDumdumMinionLootBag,entityclasses,Entity,,"[7FDBFF]Dumdum Minion's Loot Bag[-]"
AECElectricDemonRunnerBoss,entityclasses,Entity,,[00C8FF]BOSS[-] Electric Demon
AECElectricDemonBossLootBag,entityclasses,Entity,,[00C8FF]BOSS[-] Electric Demon Loot Bag
itemAECElectricDemonHead,,,,"[FF0000]AEC[-] [00C8FF]Electric Demon Head[-]"
itemAECElectricDemonHead_desc,,,,"The severed head of the Electric Demon. Static still crawls across the bone."
itemAECElectricDemonArm,,,,"[FF0000]AEC[-] [00C8FF]Electric Demon Arm[-]"
itemAECElectricDemonArm_desc,,,,"One of the Electric Demons arms. Muscles still twitch with residual charge."
itemAECElectricDemonLeg,,,,"[FF0000]AEC[-] [00C8FF]Electric Demon Leg[-]"
itemAECElectricDemonLeg_desc,,,,"A burned leg torn from the Electric Demon. Heavy and still crackling."
itemAECElectricDemonTorso,,,,"[FF0000]AEC[-] [00C8FF]Electric Demon Torso[-]"
itemAECElectricDemonTorso_desc,,,,"The central mass of the Electric Demon. Smells like ozone and burnt meat."
itemAECElectricDemonCore,,,,"[FF0000]AEC[-] [00C8FF]Electric Demon Core[-]"
itemAECElectricDemonCore_desc,,,,"A volatile power core ripped from the Electric Demon. Extremely rare and highly valuable."
itemAECElectricDemonHuntBundle,,,,"[00C8FF]AEC[-] [FFD700]Electric Demon Trophy Bundle[-]"
itemAECElectricDemonHuntBundle_desc,,,,"Open to receive random trophies from the Electric Demon: arm, leg, torso, head, or the rare core."
itemAECElectricDemonDefenseBundle,,,,"[00C8FF]AEC[-] [7FDBFF]Electric Demon Defense Bundle[-]"
itemAECElectricDemonDefenseBundle_desc,,,,"Open to receive trophies recovered after defending a position from the Electric Demon."
itemAECElectricDemonTrioBundle,,,,"[FF0000]AEC[-] [FFD700]Demonic Trio Trophy Bundle[-]"
itemAECElectricDemonTrioBundle_desc,,,,"Open to receive trophies from the Demonic Trio. Three Electric Demons. Triple the voltage."
itemAECElectricDemonHuntContract,,,,"[FF0000]AEC 4★ |[-] [FF9900]Electric Demon Contract: Boss Hunt[-]"
itemAECElectricDemonHuntContract_desc,,,,"A bounty contract for the Electric Demon. Track it in the wilderness and shut it down."
itemAECElectricDemonDefenseContract,,,,"[FF0000]AEC 4★ |[-] [FF9900]Electric Demon Contract: Boss Defense[-]"
itemAECElectricDemonDefenseContract_desc,,,,"A defense contract. Reach the location first, hold the line, and destroy the Electric Demon."
itemAECElectricDemonTrioContract,,,,"[FF0000]AEC 6★ |[-] [C77DFF]Electric Demon Contract: Demonic Trio[-]"
itemAECElectricDemonTrioContract_desc,,,,"A nightmare contract. Kill one Electric Demon, then survive the arrival of two more at once."
questAECElectricDemonHunt_name,quests,,,"[00C8FF]Hunt: The Electric Demon[-]"
questAECElectricDemonHunt_subtitle,quests,,,T4 Boss Hunt
questAECElectricDemonHunt_description,quests,,,Activate the rally, place the lure, survive the attack waves, and destroy the Electric Demon before it overloads the area.
questAECElectricDemonHunt_offer,quests,,,High voltage contract. Trigger the rally, set the lure, survive the pressure, and put the Electric Demon down.
questAECElectricDemonHunt_statement,quests,,,Survive the waves, and kill the Electric Demon.
questAECElectricDemonHunt_response,quests,,,AEC BOSS FIGHT - [FFAA00]Hunt: The Electric Demon[-]
questAECElectricDemonHunt_completion,quests,,,Power source terminated. Here is your payment.
questAECElectricDemon_obj_wave1,quests,,,Kill the incoming infected
questAECElectricDemon_obj_wave2,quests,,,Kill the stronger infected
questAECElectricDemon_obj_wave3,quests,,,Survive the final wave
questAECElectricDemonHunt_obj_kill,quests,,,Kill the Electric Demon
questAECElectricDemonDefense_name,quests,,,"[00C8FF]Defense: Electric Demon[-]"
questAECElectricDemonDefense_subtitle,quests,,,T4 POI Defense
